State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Gestational Diabetes,Gestational Diabetes Code,Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Other Pregnancy Outcome (months)
Illinois,17,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,9782,32.02,38.55,3357.23,27.27,11.42,39.57
Illinois,17,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,472,32.14,38.09,3289.49,31.11,12.84,36.19
Illinois,17,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,5267,32.1,38.54,3358.39,27.25,11.75,33.1
Illinois,17,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,97,32.36,37.84,3214.91,28.72,12.6,32.68
Illinois,17,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,1389,32.28,38.54,3326.63,25.51,11.41,30.08
Illinois,17,30-34 years,30-34,Unknown or Not Stated,Unk,Yes,1,39,32.26,37.69,3154.41,32.89,12.56,51.62
Illinois,17,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,309,32.02,38.39,3240.23,27.38,10,58.11
Illinois,17,35-39 years,35-39,8th grade or less,1,No,2,78,36.78,38.19,3222.67,29.6,6.51,92.03
Illinois,17,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,57,36.84,37.58,3204.35,34.87,11.89,67
Illinois,17,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,285,36.46,37.62,3004.07,31.77,9.02,95.37
Illinois,17,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,277,36.61,36.94,3123.49,35.22,11.65,68.58
Illinois,17,35-39 years,35-39,High school graduate or GED completed,3,No,2,1493,36.48,37.74,3131.2,31.13,10.32,79.14
Illinois,17,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,386,36.59,37.41,3210.24,34.35,12.36,63.87
Illinois,17,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,1948,36.47,37.9,3165.4,31.07,10.88,66.26
Illinois,17,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,194,36.56,37.41,3237.16,34.35,12.91,71.91
Illinois,17,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,1118,36.58,37.94,3239.97,30.03,11.1,63.13
Illinois,17,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,646,36.63,37.71,3253.1,31.49,12.5,53.03
Illinois,17,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,5400,36.46,38.37,3345.14,27.53,11.32,45.21
Illinois,17,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,363,36.77,37.85,3243.04,31.32,12.87,37.28
Illinois,17,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,3347,36.55,38.48,3368.63,27.47,11.65,39.3
Illinois,17,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,92,36.82,38.07,3368.8,30.13,12.42,39
Illinois,17,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,1108,36.59,38.45,3327.38,26.44,11.23,32.78
Illinois,17,35-39 years,35-39,Unknown or Not Stated,Unk,Yes,1,24,36.46,38.38,3648.25,35.36,13.67,40.33
Illinois,17,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,197,36.68,38.15,3210.75,27.6,10.79,52.93
Illinois,17,40-44 years,40-44,8th grade or less,1,No,2,17,40.59,37.59,3107,28.61,7.94,43.67
Illinois,17,40-44 years,40-44,9th through 12th grade with no diploma,2,Yes,1,13,41.15,36.77,2934,34.71,12,75.2
Illinois,17,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,73,41.21,37.11,2984.7,31.01,8.38,96.12
Illinois,17,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,63,41.27,37.7,3279.6,34.6,12.61,69.67
Illinois,17,40-44 years,40-44,High school graduate or GED completed,3,No,2,253,40.96,37.39,3017.69,31.11,10.06,81.35
Illinois,17,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,92,40.9,37.03,3033.59,33.39,11.67,70.82
Illinois,17,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,380,41.12,37.57,3088.38,31.69,10.9,93.3
Illinois,17,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,48,41.06,37.69,3171.17,33.51,13.75,55.36
Illinois,17,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,224,41.04,37.86,3244.67,30.29,11.72,61.39
Illinois,17,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,141,41.14,37.77,3254.47,31.67,13.01,65.08
Illinois,17,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,890,41.16,38.05,3256.09,28.23,11.4,57.48
Illinois,17,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,99,41.15,37.53,3183.01,31.08,13.22,50.54
Illinois,17,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,679,41.2,38.03,3275.59,28.28,11.71,52.73
Illinois,17,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,36,41.31,37.33,3058.58,29.05,11.83,55.08
Illinois,17,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,250,41.16,38.06,3260.02,26.64,11.09,48.34
Illinois,17,40-44 years,40-44,Unknown or Not Stated,Unk,No,2,50,41.22,37.88,3070.78,27.66,9.26,46.89
Illinois,17,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,26,45.5,37.31,3110.92,29.75,11.27,70.25
Illinois,17,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,58,45.88,37.45,3123.47,27.51,11.59,54.43
Illinois,17,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,41,45.85,37.51,3158.98,28.44,12.33,76.35
Illinois,17,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,22,45.91,37.73,3146.59,27.17,11.05,58.86
Indiana,18,Under 15 years,15,8th grade or less,1,No,2,24,13.79,38.46,3170.58,23.73,9.5,Not Applicable
Indiana,18,15-19 years,15-19,8th grade or less,1,No,2,87,17.74,38.41,3192.9,24.34,9.66,15.38
Indiana,18,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,40,17.68,37.5,3128.57,26.68,11.47,11
Indiana,18,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,1209,17.56,38.24,3084.7,24.74,10.26,19.83
Indiana,18,15-19 years,15-19,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,15,16.8,35.23,2583.13,23.37,2.33,27
Indiana,18,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,53,18.72,38.06,3226.51,30.12,11.79,17.67
Indiana,18,15-19 years,15-19,High school graduate or GED completed,3,No,2,1409,18.54,38.23,3132.72,25.39,10.83,21.49
Indiana,18,15-19 years,15-19,High school graduate or GED completed,3,Unknown or Not Stated,9,20,18.6,34.35,2395.15,23.08,5.9,36.5
Indiana,18,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,191,18.78,38.32,3151.39,25.56,10.98,20.87
Indiana,18,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,12,18.92,37.67,3016.17,26.37,10.25,Not Applicable
Indiana,18,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,11,17.64,37.5,3143.4,23.55,11.9,Not Applicable
Indiana,18,20-24 years,20-24,8th grade or less,1,Yes,1,23,22.91,38.61,3261.83,25.6,10.17,34
Indiana,18,20-24 years,20-24,8th grade or less,1,No,2,810,22.41,38.98,3328.86,24.47,9.07,21.31
Indiana,18,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,104,22.03,37.63,3249.87,33.67,11.15,36.14
Indiana,18,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,1706,21.91,38.17,3144.45,28.23,10.33,34.85
Indiana,18,20-24 years,20-24,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,11,22.55,38.45,3249.36,26.24,5.09,27
Indiana,18,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,416,22.33,37.74,3234.51,31.42,12.42,28.55
Indiana,18,20-24 years,20-24,High school graduate or GED completed,3,No,2,6928,22.08,38.31,3215.3,28.08,11.24,29.91
Indiana,18,20-24 years,20-24,High school graduate or GED completed,3,Unknown or Not Stated,9,44,22.27,37.16,2863.86,25.9,5.02,22.5
Indiana,18,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,139,22.71,37.68,3313.12,31.72,12.52,25.86
Indiana,18,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,2502,22.43,38.34,3253.88,28.12,11.67,27.61
Indiana,18,20-24 years,20-24,"Some college credit, but not a degree",4,Unknown or Not Stated,9,17,21.65,34.47,2721.47,25.51,8.65,20.4
Indiana,18,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,43,22.91,37.74,3283.07,32.86,12.86,37.29
Indiana,18,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,620,22.82,38.3,3278.95,28.53,11.82,25.44
Indiana,18,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,56,23.34,37.68,3209.34,30.79,12.96,18.17
Indiana,18,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,1045,23.38,38.46,3340.2,27.2,12.3,20.82
Indiana,18,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,52,23.81,38.42,3223.21,29.12,11.63,13.33
Indiana,18,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,27,22.07,38.11,3064.78,26.09,6.88,19.5
Indiana,18,25-29 years,25-29,8th grade or less,1,Yes,1,21,26.52,38.67,3281.19,29.68,9.95,43
Indiana,18,25-29 years,25-29,8th grade or less,1,No,2,805,26.9,39.14,3398.96,25.59,8.83,35.59
Indiana,18,25-29 years,25-29,8th grade or less,1,Unknown or Not Stated,9,10,26.9,38.3,2993.2,23.75,6.3,46.33
Indiana,18,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,98,26.61,37.87,3339.09,34.4,11.18,51.08
Indiana,18,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,1046,26.7,37.97,3097.25,29.83,10.26,47.29
Indiana,18,25-29 years,25-29,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,22,26.82,37.33,2953.24,26.16,4,70.17
Indiana,18,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,596,26.92,37.59,3270.71,34.07,12.45,36.04
Indiana,18,25-29 years,25-29,High school graduate or GED completed,3,No,2,5849,26.8,38.19,3244.03,29.84,11.31,44.18
Indiana,18,25-29 years,25-29,High school graduate or GED completed,3,Unknown or Not Stated,9,26,26.81,37.56,2942.04,28.99,4.92,40.57
Indiana,18,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,334,27.09,37.59,3296.03,34.9,12.68,41.71
Indiana,18,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,3572,27,38.17,3270.49,29.99,11.8,40.58
Indiana,18,25-29 years,25-29,"Some college credit, but not a degree",4,Unknown or Not Stated,9,21,26.67,37.71,3033.48,27.54,6.48,38.4
Indiana,18,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,182,27.02,37.62,3321.92,33.17,13.41,28.54
Indiana,18,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,1737,27.08,38.27,3310.29,29.49,12.2,38.55
Indiana,18,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,345,27.53,37.77,3284.47,31.56,13.49,29.45
Indiana,18,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,5276,27.26,38.54,3364.3,27.84,12.39,28.47
Indiana,18,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,16,27,37.62,3231.06,29.65,10.07,18.5
Indiana,18,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,80,27.7,38.04,3206.51,31.67,13.09,26.37
Indiana,18,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1208,27.66,38.57,3348.27,27.29,12.61,29.65
Indiana,18,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,15,28,38,3438.07,30.3,12.13,Not Applicable
Indiana,18,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,292,27.72,38.62,3361.59,26.02,12.5,21.64
Indiana,18,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,31,26.77,38.77,3213.52,29.09,8.61,33
Indiana,18,25-29 years,25-29,Unknown or Not Stated,Unk,Unknown or Not Stated,9,12,27.25,36.12,2784.33,32.15,3,58
Indiana,18,30-34 years,30-34,8th grade or less,1,Yes,1,26,32.04,37.73,3285.15,30.7,10.65,42.9
Indiana,18,30-34 years,30-34,8th grade or less,1,No,2,528,31.75,38.88,3400.01,26.72,8.65,59.12
Indiana,18,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,81,32.04,37.53,3318.09,34.58,11.57,76.62
Indiana,18,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,595,31.71,37.65,3070.71,30.4,9.44,66.03
Indiana,18,30-34 years,30-34,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,17,31.59,37.76,3001.71,25.01,5.53,31
Indiana,18,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,399,31.71,37.69,3261.45,33.85,12.61,59.72
Indiana,18,30-34 years,30-34,High school graduate or GED completed,3,No,2,3165,31.67,38,3208.07,30.31,11.09,61.01
Indiana,18,30-34 years,30-34,High school graduate or GED completed,3,Unknown or Not Stated,9,23,31.35,37.09,3260.52,27.41,4.35,85.67
Indiana,18,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,336,31.9,37.5,3285.16,34.49,13.5,61.18
Indiana,18,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,2603,31.73,38.13,3261.59,30.35,11.4,58.25
Indiana,18,30-34 years,30-34,"Some college credit, but not a degree",4,Unknown or Not Stated,9,18,32.67,37.24,2774.56,29.35,5.24,47.4
Indiana,18,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,204,32.01,37.38,3181.19,34.5,13.03,66.37
Indiana,18,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,1549,31.85,38.21,3310.29,29.76,12.12,49.44
Indiana,18,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,439,31.86,37.96,3326.03,32.54,13.74,40.59
Indiana,18,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,5420,31.81,38.44,3368.46,27.79,12.35,38.46
Indiana,18,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,14,32.21,33.36,2267.86,27.07,7.43,16.75
Indiana,18,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,161,32.19,37.55,3215.96,31.78,13.19,43.1
Indiana,18,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,2016,31.93,38.48,3373.87,27.42,12.36,35.7
Indiana,18,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Unknown or Not Stated,9,11,31.82,37.82,3072.73,28.39,12.36,23.33
Indiana,18,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,54,32.09,38.04,3310.22,29.63,13.75,27.36
Indiana,18,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,699,31.97,38.52,3364.8,25.96,12.22,31.88
Indiana,18,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,29,32.17,36.28,3156.33,29,6.93,52
Indiana,18,35-39 years,35-39,8th grade or less,1,Yes,1,23,37,37.74,3349,28.56,9.86,84.91
Indiana,18,35-39 years,35-39,8th grade or less,1,No,2,308,36.69,39.06,3412.78,27.35,7.69,76.82
Indiana,18,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,37,36.38,37.51,3253.76,34.17,11,76.73
Indiana,18,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,227,36.52,37.08,2951.96,29.33,9.94,83.3
Indiana,18,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,184,36.59,37.15,3181.3,34.77,12.53,82.06
Indiana,18,35-39 years,35-39,High school graduate or GED completed,3,No,2,1016,36.46,37.71,3154.22,30.83,10.76,69.77
Indiana,18,35-39 years,35-39,High school graduate or GED completed,3,Unknown or Not Stated,9,13,36.92,34.92,2446.77,26.33,1.77,121
Indiana,18,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,174,36.57,37.3,3209.9,34.35,13.61,52.63
Indiana,18,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,1052,36.52,37.83,3212.04,30.97,11.7,64.39
Indiana,18,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,132,36.55,37.28,3263.74,35.08,13.57,56.74
Indiana,18,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,727,36.43,37.76,3184.93,30.49,11.86,57.39
Indiana,18,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,216,36.48,37.77,3322.03,33.31,13.76,49.66
Indiana,18,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,2121,36.4,38.33,3342,28.35,12.32,48.4
Indiana,18,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,10,36.3,35.4,2694.4,25.89,8.7,29.67
Indiana,18,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,97,36.94,37.9,3318.91,29.51,13.81,43.04
Indiana,18,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1014,36.53,38.14,3287.46,28.22,12.34,45.04
Indiana,18,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,37,36.78,37.97,3218.08,31.45,14.16,31.5
Indiana,18,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,421,36.54,38.26,3316.71,26.31,12.54,38.51
Indiana,18,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,22,36.27,36.14,2825.09,25.57,7.5,92.33
Indiana,18,40-44 years,40-44,8th grade or less,1,No,2,104,41.17,38.59,3364.12,27.22,7,108.15
Indiana,18,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,31,40.81,36.9,2935.74,29.95,9.9,86.53
Indiana,18,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,33,40.73,37.15,3142.94,34.4,11.88,77.5
Indiana,18,40-44 years,40-44,High school graduate or GED completed,3,No,2,187,41,37.65,3074.82,29.83,10.35,90.94
Indiana,18,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,36,41.39,37.33,3181.89,35.09,13.31,60.79
Indiana,18,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,200,41.17,37.66,3139.97,31.58,11.17,82.39
Indiana,18,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,27,41.44,36.37,3093.56,33.56,13.22,49.77
Indiana,18,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,146,41.15,37.66,3183.77,30.54,11.24,67.28
Indiana,18,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,42,41.67,37.31,3176.93,36.6,14.88,55.24
Indiana,18,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,346,41.16,38.04,3313.47,28.45,12.35,54.75
Indiana,18,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,26,41.08,37,2974.04,31.59,11.54,105.89
Indiana,18,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,186,41.06,37.9,3229.37,27.85,12.23,49.97
Indiana,18,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,68,40.85,38.24,3306,26.12,12.63,45.41
Indiana,18,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,10,45.6,35.9,2938.2,30.74,11.9,60.4
Indiana,18,45-49 years,45-49,"Associate degree (AA, AS)",5,No,2,10,45.7,36.6,2839.6,32.27,12.5,34.4
Indiana,18,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,20,45.8,37.6,3156.35,27.55,13.15,100.6
Indiana,18,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,11,46.18,36.73,3097.36,30.82,12.91,81
Iowa,19,Under 15 years,15,8th grade or less,1,No,2,11,13.55,39.27,3415.82,24.96,9.45,Not Applicable
Iowa,19,15-19 years,15-19,8th grade or less,1,No,2,23,17.78,38.57,3248.91,23.61,8.09,48
Iowa,19,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,10,18.2,37.2,3307.4,26.06,10.5,24
Iowa,19,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,509,17.57,38.43,3166.35,24.88,10.11,20.76
Iowa,19,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,20,18.4,37.85,3158.4,29.84,10.35,28
Iowa,19,15-19 years,15-19,High school graduate or GED completed,3,No,2,492,18.57,38.37,3237.09,25.36,10.77,18.62
Iowa,19,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,76,18.72,38.41,3204.63,25.57,11.58,22.27
Iowa,19,20-24 years,20-24,8th grade or less,1,No,2,157,22.28,39.12,3372.04,23.62,6.03,20.33
Iowa,19,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,31,22.19,38,3342.48,29.65,11.35,27.44
Iowa,19,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,590,21.92,38.05,3189.88,27.52,9.98,35.56
Iowa,19,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,158,22.27,37.91,3258.6,32.88,11.99,28.31
Iowa,19,20-24 years,20-24,High school graduate or GED completed,3,No,2,2389,22.12,38.35,3244.73,27.73,11.3,29.85
Iowa,19,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,62,22.76,37.92,3232.42,32.68,12.02,40.4
Iowa,19,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,1005,22.34,38.26,3232.05,27.35,11.59,28.5
Iowa,19,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,35,23,37.94,3141.34,30.81,13.17,23.75
Iowa,19,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,465,22.81,38.25,3265.09,27.4,11.89,22.05
Iowa,19,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,33,23.42,38.09,3212.39,27.42,12.45,30
Iowa,19,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,466,23.34,38.59,3348.59,26.66,12.08,19.46
Iowa,19,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,33,23.64,38.91,3505.55,26.81,11.91,18.33
Iowa,19,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,18,21.89,38.24,3195.89,26.43,9.5,12
Iowa,19,25-29 years,25-29,8th grade or less,1,No,2,161,26.9,39.23,3411.51,26.17,5.67,34.42
Iowa,19,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,43,27,37.81,3163.23,34.06,11.72,65.65
Iowa,19,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,371,26.77,38.2,3205.5,29.48,10.18,52.76
Iowa,19,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,255,27.07,37.89,3329.35,33.99,12.55,44.27
Iowa,19,25-29 years,25-29,High school graduate or GED completed,3,No,2,2215,26.88,38.25,3296.82,30.01,11.33,43.06
Iowa,19,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,174,27.23,38.16,3369.08,34.05,12.74,47.2
Iowa,19,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,1541,26.9,38.29,3335.5,29.68,11.63,40.58
Iowa,19,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,127,26.98,38.1,3324.72,33.06,12.83,33.9
Iowa,19,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,1354,27.09,38.47,3393.4,28.55,11.99,31.85
Iowa,19,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,199,27.22,38.2,3296.31,31.13,12.56,20.12
Iowa,19,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,2828,27.32,38.62,3391.4,27.32,12,28.29
Iowa,19,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,56,27.46,38.02,3255.82,29.02,12.71,26
Iowa,19,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,774,27.59,38.6,3389.12,27.28,12.03,23.41
Iowa,19,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,16,28.19,38.44,3332.88,29.95,13.31,14
